"inventory","year","listings","city","median"
4.4,2000,1795,"Bay Area",118500
4.5,2001,1840,"Bay Area",112500
4.5,2001,1835,"Bay Area",107000
4.7,2001,1912,"Bay Area",124800
5,2001,2033,"Bay Area",119000
5.1,2001,2062,"Bay Area",116800
5.1,2001,2083,"Bay Area",126500
5,2001,2030,"Bay Area",124900
4.7,2001,1945,"Bay Area",126400
4.8,2001,1988,"Bay Area",122000
4.6,2001,1917,"Bay Area",126100
4.3,2001,1826,"Bay Area",124400
4.5,2002,1911,"Bay Area",122600
4.5,2002,1910,"Bay Area",124800
4.7,2002,1989,"Bay Area",127800
4.8,2002,2056,"Bay Area",124000
4.9,2002,2098,"Bay Area",133500
5.1,2002,2177,"Bay Area",138400
5.4,2002,2297,"Bay Area",135700
5.5,2002,2336,"Bay Area",133900
5.5,2002,2347,"Bay Area",132000
5.6,2002,2412,"Bay Area",127500
5.6,2002,2371,"Bay Area",129300
5.4,2002,2273,"Bay Area",141800
5.6,2003,2361,"Bay Area",125900
5.6,2003,2378,"Bay Area",126500
5.7,2003,2442,"Bay Area",121900
5.9,2003,2511,"Bay Area",131500
6.1,2003,2617,"Bay Area",135900
6.3,2003,2698,"Bay Area",139700
6.3,2003,2679,"Bay Area",143100
6,2003,2628,"Bay Area",137400
6,2003,2640,"Bay Area",130600
6,2003,2657,"Bay Area",130000
5.8,2003,2597,"Bay Area",132200
5.4,2003,2438,"Bay Area",130400
5.6,2004,2516,"Bay Area",127200
5.7,2004,2527,"Bay Area",134400
5.8,2004,2653,"Bay Area",133200
5.6,2004,2614,"Bay Area",137200
5.6,2004,2645,"Bay Area",135400
5.6,2004,2695,"Bay Area",137900
5.5,2004,2677,"Bay Area",136900
5.4,2004,2647,"Bay Area",132700
5.4,2004,2672,"Bay Area",127700
5.4,2004,2675,"Bay Area",131000
5.3,2004,2639,"Bay Area",123800
4.8,2004,2438,"Bay Area",135400
5.1,2005,2591,"Bay Area",123600
5.1,2005,2606,"Bay Area",132200
5.2,2005,2642,"Bay Area",131600
5.4,2005,2746,"Bay Area",134400
5.3,2005,2755,"Bay Area",138000
5.3,2005,2794,"Bay Area",144900
5.3,2005,2793,"Bay Area",145200
5.2,2005,2797,"Bay Area",146600
5.3,2005,2823,"Bay Area",143700
5.5,2005,2910,"Bay Area",136600
5.7,2005,3010,"Bay Area",139400
5.3,2005,2839,"Bay Area",143200
5.7,2006,3038,"Bay Area",133100
5.8,2006,3157,"Bay Area",138900
6.2,2006,3406,"Bay Area",143700
6.5,2006,3581,"Bay Area",143800
6.6,2006,3730,"Bay Area",146200
7,2006,3960,"Bay Area",158000
7.2,2006,4088,"Bay Area",148700
7.2,2006,4096,"Bay Area",150300
7.3,2006,4167,"Bay Area",149200
7,2006,4087,"Bay Area",134400
6.8,2006,3983,"Bay Area",141700
6.3,2006,3748,"Bay Area",149200
6.4,2007,3804,"Bay Area",147500
6.4,2007,3853,"Bay Area",147900
6.9,2007,4088,"Bay Area",151300
7.2,2007,4321,"Bay Area",149400
7.4,2007,4429,"Bay Area",158000
7.4,2007,4456,"Bay Area",156100
7.5,2007,4501,"Bay Area",158300
7.4,2007,4412,"Bay Area",163200
7.2,2007,4330,"Bay Area",150700
7.4,2007,4361,"Bay Area",151000
7.1,2007,4178,"Bay Area",149100
6.8,2007,3961,"Bay Area",155900
6.8,2008,3921,"Bay Area",141500
7,2008,4005,"Bay Area",146900
7.3,2008,4155,"Bay Area",158000
7.5,2008,4248,"Bay Area",153100
7.5,2008,4215,"Bay Area",159700
7.5,2008,4169,"Bay Area",162800
7.5,2008,4135,"Bay Area",170200
7.4,2008,4030,"Bay Area",167300
6.9,2008,3623,"Bay Area",170900
6.5,2008,3344,"Bay Area",147200
6.3,2008,3126,"Bay Area",139300
5.8,2008,2853,"Bay Area",149400
5.8,2009,2832,"Bay Area",134300
6.1,2009,2912,"Bay Area",143700
6.5,2009,3027,"Bay Area",146100
6.7,2009,3066,"Bay Area",151900
7.2,2009,3146,"Bay Area",156500
7.7,2009,3336,"Bay Area",163800
8.1,2009,3407,"Bay Area",161500
8.3,2009,3461,"Bay Area",153200
8.1,2009,3480,"Bay Area",151700
8,2009,3518,"Bay Area",152300
7.7,2009,3491,"Bay Area",146900
7.5,2009,3382,"Bay Area",153600
8,2010,3548,"Bay Area",156400
8.6,2010,3784,"Bay Area",147500
9.3,2010,4127,"Bay Area",153800
9.2,2010,4152,"Bay Area",155400
9.5,2010,4389,"Bay Area",154400
10.2,2010,4627,"Bay Area",162100
10.7,2010,4756,"Bay Area",161700
10.6,2010,4593,"Bay Area",158500
10.5,2010,4455,"Bay Area",153400
10.4,2010,4368,"Bay Area",158200
10.3,2010,4208,"Bay Area",140400
9.6,2010,3938,"Bay Area",158200
9.7,2011,4000,"Bay Area",136700
9.8,2011,4075,"Bay Area",150700
10.3,2011,4222,"Bay Area",151800
10.5,2011,4301,"Bay Area",159600
10.9,2011,4377,"Bay Area",157000
11.2,2011,4437,"Bay Area",157600
10.6,2011,4256,"Bay Area",151600
9.8,2011,4054,"Bay Area",156400
9.2,2011,3852,"Bay Area",158600
9.1,2011,3812,"Bay Area",155100
8.6,2011,3646,"Bay Area",152400
7.8,2011,3356,"Bay Area",157400
7.6,2012,3285,"Bay Area",140000
7.6,2012,3289,"Bay Area",156300
7.6,2012,3338,"Bay Area",152700
7.7,2012,3379,"Bay Area",155000
7.5,2012,3396,"Bay Area",165400
7.2,2012,3338,"Bay Area",162700
7,2012,3334,"Bay Area",162200
6.6,2012,3183,"Bay Area",152200
6.4,2012,3099,"Bay Area",165500
6.1,2012,3025,"Bay Area",157500
5.8,2012,2909,"Bay Area",159000
5.4,2012,2703,"Bay Area",157500
5.2,2013,2652,"Bay Area",142400
5.3,2013,2747,"Bay Area",156200
5.4,2013,2794,"Bay Area",159800
5.2,2013,2779,"Bay Area",165200
5.1,2013,2769,"Bay Area",170300
5.1,2013,2790,"Bay Area",177900
5,2013,2829,"Bay Area",173200
4.9,2013,2792,"Bay Area",175000
4.8,2013,2773,"Bay Area",169500
4.6,2013,2728,"Bay Area",167100
4.4,2013,2598,"Bay Area",163800
4.1,2013,2417,"Bay Area",170500
4,2014,2383,"Bay Area",157500
3.9,2014,2377,"Bay Area",172800
4,2014,2414,"Bay Area",171100
4,2014,2429,"Bay Area",171700
3.9,2014,2386,"Bay Area",182000
3.9,2014,2449,"Bay Area",186000
4,2014,2515,"Bay Area",178200
3.9,2014,2462,"Bay Area",183700
3.7,2014,2331,"Bay Area",178400
3.4,2014,2182,"Bay Area",174300
3.2,2014,2092,"Bay Area",185000
2.9,2014,1894,"Bay Area",188500
2.9,2015,1910,"Bay Area",172200
2.8,2015,1871,"Bay Area",186100
2.9,2015,1896,"Bay Area",185900
2.9,2015,1943,"Bay Area",192100
3.1,2015,2057,"Bay Area",194300
3.2,2015,2116,"Bay Area",200700
3.2,2015,2144,"Bay Area",200800
6.1,2000,876,"Beaumont",82100
6.3,2000,896,"Beaumont",81500
6.2,2000,898,"Beaumont",82700
6,2000,872,"Beaumont",83800
6.5,2000,937,"Beaumont",94400
6.5,2000,947,"Beaumont",87800
6.5,2000,951,"Beaumont",85000
6.7,2000,984,"Beaumont",78800
7.1,2000,1023,"Beaumont",94400
7.2,2000,1048,"Beaumont",89500
6.7,2000,980,"Beaumont",85300
6.3,2000,942,"Beaumont",79300
6.6,2001,971,"Beaumont",86500
6.7,2001,975,"Beaumont",83800
6.6,2001,969,"Beaumont",89400
6.6,2001,974,"Beaumont",88400
6.7,2001,1003,"Beaumont",87000
7,2001,1043,"Beaumont",90000
6.7,2001,1007,"Beaumont",88500
7.2,2001,1080,"Beaumont",89700
7.3,2001,1091,"Beaumont",91700
7.2,2001,1084,"Beaumont",74600
6.7,2001,1006,"Beaumont",92100
6.2,2001,924,"Beaumont",87500
6.6,2002,990,"Beaumont",82100
6.6,2002,1005,"Beaumont",79600
6.8,2002,1025,"Beaumont",85600
6.6,2002,1009,"Beaumont",87000
6.5,2002,1009,"Beaumont",91900
6.4,2002,1018,"Beaumont",99600
6.6,2002,1034,"Beaumont",97000
6.5,2002,1020,"Beaumont",98300
6.2,2002,995,"Beaumont",94100
6.2,2002,1016,"Beaumont",81500
6.2,2002,1003,"Beaumont",92700
6.2,2002,997,"Beaumont",88000
6.5,2003,1044,"Beaumont",83100
6.4,2003,1040,"Beaumont",93200
6.7,2003,1094,"Beaumont",89000
7.1,2003,1129,"Beaumont",91600
7.4,2003,1164,"Beaumont",87800
7.4,2003,1159,"Beaumont",100400
7.3,2003,1159,"Beaumont",101000
7.2,2003,1159,"Beaumont",103200
7.1,2003,1173,"Beaumont",101400
7,2003,1160,"Beaumont",95000
6.9,2003,1159,"Beaumont",86100
6.5,2003,1118,"Beaumont",116300
6.2,2004,1068,"Beaumont",99400
6.1,2004,1048,"Beaumont",112000
6.5,2004,1138,"Beaumont",97400
6.7,2004,1181,"Beaumont",103700
6.9,2004,1209,"Beaumont",103100
6.8,2004,1226,"Beaumont",106000
6.7,2004,1207,"Beaumont",100300
7,2004,1275,"Beaumont",103200
7.2,2004,1296,"Beaumont",97000
7.2,2004,1268,"Beaumont",90000
6.9,2004,1237,"Beaumont",92900
7.1,2004,1253,"Beaumont",95400
7,2005,1240,"Beaumont",97700
6.9,2005,1232,"Beaumont",106200
7.2,2005,1286,"Beaumont",90900
7.4,2005,1317,"Beaumont",93000
7.3,2005,1331,"Beaumont",103300
7.9,2005,1417,"Beaumont",111200
7.9,2005,1409,"Beaumont",105800
7.9,2005,1399,"Beaumont",104800
7.1,2005,1232,"Beaumont",116700
6.5,2005,1078,"Beaumont",120000
5.5,2005,940,"Beaumont",109700
5,2005,856,"Beaumont",106700
4.7,2006,825,"Beaumont",98300
4.4,2006,767,"Beaumont",116900
4.5,2006,804,"Beaumont",105800
4.8,2006,850,"Beaumont",108600
4.8,2006,839,"Beaumont",117100
5.2,2006,922,"Beaumont",121400
5.7,2006,1028,"Beaumont",122000
5.8,2006,1042,"Beaumont",109700
5.5,2006,1030,"Beaumont",124000
5.1,2006,1009,"Beaumont",123900
7.4,2006,1436,"Beaumont",122500
5,2006,970,"Beaumont",124800
5.2,2007,1001,"Beaumont",119400
4.9,2007,947,"Beaumont",122200
5.1,2007,1008,"Beaumont",122100
5.1,2007,1007,"Beaumont",117800
5.4,2007,1103,"Beaumont",137200
5.7,2007,1184,"Beaumont",131700
6.2,2007,1307,"Beaumont",128900
6.1,2007,1299,"Beaumont",130900
6.3,2007,1305,"Beaumont",133300
6.2,2007,1299,"Beaumont",112400
6,2007,1258,"Beaumont",119100
6,2007,1249,"Beaumont",123500
6.4,2008,1321,"Beaumont",134300
6.5,2008,1322,"Beaumont",120600
7,2008,1388,"Beaumont",121100
7.1,2008,1411,"Beaumont",126700
7.4,2008,1425,"Beaumont",127600
7.7,2008,1488,"Beaumont",127700
7.8,2008,1512,"Beaumont",138600
7.6,2008,1429,"Beaumont",121900
7.7,2008,1369,"Beaumont",135500
7.7,2008,1370,"Beaumont",139000
7.2,2008,1260,"Beaumont",134400
6.9,2008,1208,"Beaumont",128100
7.2,2009,1261,"Beaumont",126000
7.4,2009,1293,"Beaumont",132800
7.7,2009,1345,"Beaumont",137400
8,2009,1376,"Beaumont",131200
8.3,2009,1418,"Beaumont",139200
8.4,2009,1418,"Beaumont",144800
9.2,2009,1514,"Beaumont",126500
9.1,2009,1511,"Beaumont",138100
8.9,2009,1510,"Beaumont",131400
9.1,2009,1546,"Beaumont",130900
9,2009,1520,"Beaumont",124700
8.9,2009,1472,"Beaumont",121100
9.5,2010,1533,"Beaumont",163800
10,2010,1586,"Beaumont",138200
10.6,2010,1689,"Beaumont",122400
10.6,2010,1708,"Beaumont",123200
10.9,2010,1771,"Beaumont",123100
11.1,2010,1803,"Beaumont",122800
11.7,2010,1857,"Beaumont",124300
11.6,2010,1830,"Beaumont",136800
11.7,2010,1829,"Beaumont",121100
11.5,2010,1779,"Beaumont",138500
11.2,2010,1742,"Beaumont",150700
10.5,2010,1646,"Beaumont",132500
10.6,2011,1677,"Beaumont",130700
10.7,2011,1691,"Beaumont",116700
11.3,2011,1762,"Beaumont",120000
11.6,2011,1767,"Beaumont",130000
12.4,2011,1832,"Beaumont",120700
12.6,2011,1845,"Beaumont",131200
12.4,2011,1822,"Beaumont",132800
12.3,2011,1789,"Beaumont",144600
12.3,2011,1785,"Beaumont",123800
11.8,2011,1722,"Beaumont",132100
11.7,2011,1687,"Beaumont",111100
11.1,2011,1596,"Beaumont",114000
11.4,2012,1647,"Beaumont",110000
11.4,2012,1666,"Beaumont",117500
11.6,2012,1730,"Beaumont",129600
11.6,2012,1735,"Beaumont",126200
11.4,2012,1765,"Beaumont",134100
11.2,2012,1724,"Beaumont",130800
11.3,2012,1749,"Beaumont",127000
10.5,2012,1683,"Beaumont",133600
10.3,2012,1704,"Beaumont",118800
9.9,2012,1671,"Beaumont",121800
9.7,2012,1652,"Beaumont",134300
9.1,2012,1570,"Beaumont",134700
9,2013,1581,"Beaumont",126100
9.2,2013,1620,"Beaumont",130000
8.9,2013,1567,"Beaumont",121200
9.5,2013,1696,"Beaumont",131400
9.1,2013,1659,"Beaumont",134200
9,2013,1675,"Beaumont",134100
9,2013,1708,"Beaumont",128200
8.7,2013,1675,"Beaumont",135000
8.6,2013,1681,"Beaumont",147000
8.5,2013,1655,"Beaumont",121100
8.3,2013,1624,"Beaumont",140500
7.6,2013,1534,"Beaumont",140000
7.9,2014,1575,"Beaumont",106700
8,2014,1636,"Beaumont",132500
7.5,2014,1539,"Beaumont",129100
7.8,2014,1604,"Beaumont",138300
7.9,2014,1620,"Beaumont",134500
8,2014,1672,"Beaumont",134500
8,2014,1657,"Beaumont",142200
7.8,2014,1617,"Beaumont",142400
7.2,2014,1501,"Beaumont",128100
7.4,2014,1575,"Beaumont",140600
7.2,2014,1544,"Beaumont",124300
7,2014,1500,"Beaumont",133800
7.3,2015,1558,"Beaumont",122000
7,2015,1503,"Beaumont",126700
7,2015,1569,"Beaumont",134500
6.8,2015,1548,"Beaumont",138800
6.7,2015,1555,"Beaumont",132400
6.7,2015,1567,"Beaumont",145200
6.4,2015,1561,"Beaumont",139300
5.9,2000,512,"Brazoria County",74400
4.8,2000,423,"Brazoria County",82500
5.4,2000,467,"Brazoria County",80500
5.4,2000,470,"Brazoria County",81900
5.3,2000,470,"Brazoria County",85300
5.1,2000,460,"Brazoria County",85400
5,2000,451,"Brazoria County",88800
4.9,2000,442,"Brazoria County",97500
4.9,2000,438,"Brazoria County",84500
4.9,2000,438,"Brazoria County",75000
4.6,2000,410,"Brazoria County",78900
4.6,2000,410,"Brazoria County",85000
4.8,2001,423,"Brazoria County",87800
4.8,2001,423,"Brazoria County",82500
5.2,2001,459,"Brazoria County",81700
5.7,2001,493,"Brazoria County",88300
5.9,2001,503,"Brazoria County",98300
5.6,2001,477,"Brazoria County",92000
5.6,2001,477,"Brazoria County",84000
5.1,2001,448,"Brazoria County",89000
5.3,2001,457,"Brazoria County",1e+05
5.5,2002,477,"Brazoria County",76400
5.3,2002,450,"Brazoria County",91200
5.3,2002,450,"Brazoria County",86000
5.5,2002,472,"Brazoria County",92500
5.5,2002,471,"Brazoria County",92500
6,2002,512,"Brazoria County",86800
5.5,2002,480,"Brazoria County",101400
5.6,2002,480,"Brazoria County",101400
5.4,2002,453,"Brazoria County",1e+05
5.5,2002,469,"Brazoria County",92500
5.8,2002,490,"Brazoria County",102500
5.7,2002,490,"Brazoria County",90000
7.4,2005,704,"Brazoria County",98000
6.9,2005,665,"Brazoria County",106700
6.9,2005,665,"Brazoria County",107300
7.3,2005,689,"Brazoria County",99400
7.2,2005,689,"Brazoria County",107500
6.6,2006,718,"Brazoria County",115600
5.7,2007,674,"Brazoria County",123100
6.2,2007,735,"Brazoria County",113200
6,2008,669,"Brazoria County",128200
6.1,2008,669,"Brazoria County",119000
6.2,2008,654,"Brazoria County",126000
6.3,2008,659,"Brazoria County",128000
7,2008,715,"Brazoria County",125500
7.3,2008,730,"Brazoria County",137700
7.3,2008,730,"Brazoria County",132900
7.1,2008,688,"Brazoria County",122500
7.2,2008,695,"Brazoria County",121800
7.1,2008,661,"Brazoria County",117100
6.8,2008,633,"Brazoria County",120000
7.1,2009,650,"Brazoria County",110000
7.6,2009,678,"Brazoria County",128500
7.2,2009,630,"Brazoria County",122900
7.9,2009,667,"Brazoria County",132000
8.1,2009,676,"Brazoria County",134300
8.3,2009,689,"Brazoria County",127500
9.4,2009,713,"Brazoria County",130000
9.5,2009,692,"Brazoria County",143300
9.4,2009,685,"Brazoria County",128000
9.1,2009,670,"Brazoria County",127000
9,2009,672,"Brazoria County",118200
8.7,2009,648,"Brazoria County",113800
9.2,2010,685,"Brazoria County",103300
9.1,2010,687,"Brazoria County",122700
9.1,2010,707,"Brazoria County",123600
8.6,2010,682,"Brazoria County",119100
8.9,2010,703,"Brazoria County",124000
9.2,2010,717,"Brazoria County",118200
9.6,2010,765,"Brazoria County",125900
9.9,2010,800,"Brazoria County",125000
10,2010,801,"Brazoria County",135300
10.2,2010,803,"Brazoria County",123600
10.5,2010,804,"Brazoria County",131400
9.2,2010,704,"Brazoria County",111400
9.6,2011,764,"Brazoria County",121700
9.7,2011,762,"Brazoria County",115000
10.1,2011,781,"Brazoria County",117900
10.2,2011,781,"Brazoria County",130000
10.1,2011,773,"Brazoria County",120800
10.1,2011,773,"Brazoria County",129000
10.2,2011,760,"Brazoria County",124000
10.3,2011,789,"Brazoria County",126900
10,2011,760,"Brazoria County",125500
9.8,2011,735,"Brazoria County",1e+05
9.1,2011,690,"Brazoria County",133800
8.4,2011,635,"Brazoria County",128800
8.8,2012,657,"Brazoria County",102500
8.4,2012,639,"Brazoria County",116000
8.6,2012,672,"Brazoria County",120000
8.4,2012,666,"Brazoria County",130000
8.1,2012,651,"Brazoria County",121200
8.1,2012,678,"Brazoria County",141100
7.2,2012,613,"Brazoria County",130000
6.8,2012,594,"Brazoria County",126200
6.6,2012,585,"Brazoria County",129200
6.1,2012,553,"Brazoria County",135000
6.1,2012,564,"Brazoria County",124700
5.4,2012,510,"Brazoria County",133800
5.5,2013,521,"Brazoria County",126200
5.4,2013,518,"Brazoria County",125700
5.2,2013,492,"Brazoria County",123300
4.8,2013,462,"Brazoria County",135300
4.8,2013,468,"Brazoria County",137200
5.2,2013,515,"Brazoria County",148500
5,2013,497,"Brazoria County",139400
5.2,2013,522,"Brazoria County",134700
4.5,2013,453,"Brazoria County",155000
4.6,2013,456,"Brazoria County",118600
4.5,2013,447,"Brazoria County",135700
4.4,2013,428,"Brazoria County",132000
4.6,2014,444,"Brazoria County",123000
4.5,2014,434,"Brazoria County",131200
4.5,2014,435,"Brazoria County",153800
4.4,2014,420,"Brazoria County",131300
4.1,2014,389,"Brazoria County",131200
4.2,2014,401,"Brazoria County",148200
4.2,2014,402,"Brazoria County",159200
4.1,2014,389,"Brazoria County",165000
3.9,2014,369,"Brazoria County",160900
3,2014,307,"Brazoria County",164400
2.9,2014,309,"Brazoria County",146700
2.8,2015,301,"Brazoria County",146000
2.6,2015,281,"Brazoria County",144500
2.5,2015,275,"Brazoria County",153000
2.5,2015,275,"Brazoria County",152700
2.5,2015,283,"Brazoria County",159000
2.6,2015,285,"Brazoria County",173100
8.1,2000,368,"Brownsville",66700
9.7,2000,431,"Brownsville",67500
10,2000,425,"Brownsville",55800
9.9,2000,423,"Brownsville",80500
9.1,2000,400,"Brownsville",84400
8.7,2000,375,"Brownsville",63800
7.4,2000,332,"Brownsville",83300
8.1,2000,363,"Brownsville",70000
10.2,2000,450,"Brownsville",76000
8.5,2000,381,"Brownsville",83900
9.4,2000,417,"Brownsville",77500
9.5,2001,410,"Brownsville",73800
7.3,2001,318,"Brownsville",72900
7.9,2001,350,"Brownsville",70000
7.1,2001,321,"Brownsville",75000
8.9,2001,392,"Brownsville",77000
9.2,2001,404,"Brownsville",73800
11.4,2001,504,"Brownsville",88300
8.2,2001,355,"Brownsville",80000
8.7,2001,371,"Brownsville",89000
9.5,2001,416,"Brownsville",87500
8.8,2001,377,"Brownsville",69400
9,2001,382,"Brownsville",91200
9.4,2002,412,"Brownsville",80000
9.9,2002,438,"Brownsville",81000
8.9,2003,497,"Brownsville",77500
9.3,2003,523,"Brownsville",82500
11.8,2010,740,"Brownsville",111400
12.6,2011,784,"Brownsville",83300
12.7,2011,776,"Brownsville",101400
13.5,2011,797,"Brownsville",113800
13.3,2011,773,"Brownsville",83300
14.6,2011,810,"Brownsville",98300
14,2011,803,"Brownsville",91200
13.1,2011,749,"Brownsville",91200
13.5,2011,793,"Brownsville",117100
13,2011,760,"Brownsville",85700
12.9,2011,762,"Brownsville",85600
12.8,2011,768,"Brownsville",95000
12.4,2011,726,"Brownsville",86800
13.6,2012,791,"Brownsville",85000
13.2,2012,773,"Brownsville",93800
13.3,2012,734,"Brownsville",93800
14,2012,791,"Brownsville",87100
13.6,2012,803,"Brownsville",115000
14.2,2012,812,"Brownsville",81700
14.4,2012,842,"Brownsville",90800
13.9,2012,816,"Brownsville",104600
13.5,2012,773,"Brownsville",99000
13.2,2012,779,"Brownsville",107300
14,2012,807,"Brownsville",99000
13.2,2012,785,"Brownsville",121400
13.7,2013,835,"Brownsville",101400
13.5,2013,816,"Brownsville",92000
12.6,2013,809,"Brownsville",100900
13.3,2013,832,"Brownsville",88300
12.8,2013,800,"Brownsville",116700
12.7,2013,827,"Brownsville",1e+05
12.7,2013,831,"Brownsville",89600
12.8,2013,837,"Brownsville",104400
12.6,2013,820,"Brownsville",93800
13.1,2013,840,"Brownsville",1e+05
13.4,2013,859,"Brownsville",108000
12.2,2013,790,"Brownsville",120900
13,2014,831,"Brownsville",86700
13,2014,839,"Brownsville",109100
12.2,2014,786,"Brownsville",102700
12.5,2014,806,"Brownsville",111400
12.2,2014,794,"Brownsville",107100
12.4,2014,788,"Brownsville",120000
12.1,2014,793,"Brownsville",120000
11.4,2014,752,"Brownsville",104400
11.3,2014,761,"Brownsville",120000
10.9,2014,750,"Brownsville",112000
10.6,2014,745,"Brownsville",121200
10.1,2014,696,"Brownsville",96700
10.7,2015,733,"Brownsville",97000
10.8,2015,735,"Brownsville",110000
10.5,2015,711,"Brownsville",97500
10.5,2015,724,"Brownsville",94000
10.6,2015,725,"Brownsville",130000
10.7,2015,744,"Brownsville",115000
4.2,2000,498,"Bryan-College Station",77900
4.6,2000,534,"Bryan-College Station",89500
4.8,2000,561,"Bryan-College Station",113300
5,2000,573,"Bryan-College Station",102800
5.1,2000,585,"Bryan-College Station",102800
5,2000,585,"Bryan-College Station",95600
5.3,2000,588,"Bryan-College Station",110800
5,2000,568,"Bryan-College Station",94100
5.2,2000,598,"Bryan-College Station",113200
5,2000,572,"Bryan-College Station",108600
5,2000,571,"Bryan-College Station",119000
4.3,2000,486,"Bryan-College Station",106200
5.4,2001,611,"Bryan-College Station",121000
5.7,2001,644,"Bryan-College Station",120000
6.2,2001,704,"Bryan-College Station",115800
6.9,2001,801,"Bryan-College Station",112600
5.9,2001,689,"Bryan-College Station",120600
7.3,2001,826,"Bryan-College Station",109600
6.4,2001,761,"Bryan-College Station",118100
5.9,2001,716,"Bryan-College Station",119000
6,2001,710,"Bryan-College Station",126700
5.9,2001,708,"Bryan-College Station",116700
5.5,2001,677,"Bryan-College Station",113500
5.5,2001,670,"Bryan-College Station",111000
5.7,2002,707,"Bryan-College Station",118600
5.9,2002,739,"Bryan-College Station",112900
6.6,2002,826,"Bryan-College Station",119600
6.5,2002,811,"Bryan-College Station",108600
6.3,2002,805,"Bryan-College Station",111100
